,metric_name,mean_0,mean_1,var_0,var_1,delta,lift,test_name,pvalue,statistic
0,Average Revenue per Paying User Without Cancelation,1660.567289705882,1514.1085206896555,27654.196132566853,28705.22219304715,-146.4587690162266,-0.08819803324089759,mann_whitney,0.5301629534859303,1539955.0
0,Average Revenuer Per User Without Cancelllations,32.24402504283266,25.033721265678455,80187.8943682599,65654.58573116764,-7.210303777154206,-0.22361674039069582,t_test,0.4293349602891485,0.7904218344309385
0,Canceled Orders per Orders,0.08823529411764706,0.10344827586206896,0.001563025210084033,0.0015380808982815384,0.0152129817444219,0.17241379310344818,prop_test,0.8500269784315425,-0.1890840038319257
0,Average Order Value,1.4761904761904763,1.4444444444444444,0.008435374149659863,0.006891869075673875,-0.031746031746031855,-0.021505376344086093,t_test,1.789879403470021e-26,10.735073051771773
